name,final_price,mrp,discount,rating,categories,manufacturer,image_url,product_url
Dr. Willmar Schwabe B&T Cleansing Neem Face Wash 60 ml,₹60.40,₹80.00,25% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/835932/dr_willmar_schwabe_b_t_cleansing_neem_face_wash_60_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-cleansing-neem-face-wash-face-wash-60-ml
Bakson's Aller Aid Tablet 75's,₹173.08,₹215.00,20% OFF,Not rated,"Ayush, Homeopathy",Mkt: Bakson Drugs & Pharmaceuticals Pvt.Ltd.,https://www.netmeds.com/images/product-v1/150x150/831486/bakson_s_aller_aid_tablet_75_gm_0.jpg,https://www.netmeds.com/non-prescriptions/bakson-s-aller-aid-tablet-75-gm
Allen A52 Thyroid Drops 30 ml,₹141.00,₹200.00,30% OFF,Not rated,"Ayush, Homeopathy",Mkt: Allen Homoeo & Herbal Products Ltd,https://www.netmeds.com/images/product-v1/150x150/830922/allen_a52_thyroid_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/allen-a52-thyroid-drops-30-ml
SBL Neem Face Wash 100 ml,₹155.04,₹170.00,9% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/822087/sbl_neem_face_wash_100_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-neem-face-wash-100gm
Pallrywyn Forte Tablet 20'S,₹204.70,₹230.00,11% OFF,5.0,"Ayush, Ayurvedic",Mkt: Charak Pharma Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/15756/pallrywyn_forte_tablet_20_s_0.jpg,https://www.netmeds.com/non-prescriptions/pallrywyn-forte-tablet-20-s
Sapat Dr Skin Malam Plus Ointment 14 g,₹34.65,₹35.00,1% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Sapat Global Health Private Limited,https://www.netmeds.com/images/product-v1/150x150/1150741/sapat_dr_skin_malam_plus_ointment_14_g_785254_0_1.jpg,https://www.netmeds.com/non-prescriptions/sapat-dr-skin-malam-plus-ointment-14-g-1-g
Baidyanath Sidpiles Tablet 50's,₹189.55,₹223.00,15% OFF,Not rated,"Ayush, Ayurvedic","Mkt: Shree Baidyanath Ayurved Bhawan Pvt Ltd,Nagpur",https://www.netmeds.com/images/product-v1/150x150/947833/baidyanath_nagpur_sidpiles_tablet_50s_0_0.jpg,https://www.netmeds.com/non-prescriptions/baidyanath-nagpur-sidpiles-tablet-50s
SBL Ammi Visnaga Cream 25 gm,₹61.88,₹75.00,18% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850749/sbl_ammi_visnaga_cream_25_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-ammi-visnaga-cream-25-g
SBL Calcarea Phosphorica 3X Tablet 25 gm,₹73.37,₹115.00,36% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850493/sbl_calcarea_phosphorica_3x_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-calcarea-phosphorica-3x-25g
SBL Bio-Combination 25 Tablet 450 gm,₹616.32,₹720.00,14% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850488/sbl_bio_combination_25_tablet_450_gm_426358_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-biocombination-no-25-450gm
SBL Staphysagria 200 Liquid 30 ml,₹74.40,₹120.00,38% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850001/sbl_staphysagria_200_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-staphysagria-200-30ml
Aimil Lukoskin Combo (Ointment 40 gm + Oral Liquid 100 ml),₹935.00,₹935.00,0% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Aimil Pharmaceuticals (India) Limited,https://www.netmeds.com/images/product-v1/150x150/412524/lukoskin_ointment_40gm_oral_liquid_100ml_0.jpg,https://www.netmeds.com/non-prescriptions/lukoskin-ointment-40gm-oral-liquid-100ml
Jointace + Gel(Topical) 50gm,₹132.24,₹152.00,13% OFF,5.0,"Ayush, Ayurvedic",Mkt: MEYER ORGANICS PVT LTD,https://www.netmeds.com/images/product-v1/150x150/410960/jointace_gel_topical_50gm_0.jpg,https://www.netmeds.com/non-prescriptions/jointace-gel-topical-50gm
SBL Echinacea Angustifolia Q Liquid 30 ml,₹234.96,₹240.00,2% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1101844/sbl_echinacea_angustifolia_q_liquid_30_ml_752039_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-echinacea-angustifolia-q-liquid-30-ml
Medisynth Kofeez Cough Syrup 120 ml,₹102.60,₹120.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: Medisynth Chemicals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/1033882/medisynth_kofeez_cough_syrup_120_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/medisynth-kofeez-cough-120-ml
Dr.Willmar Schwabe Asafoetida Ø Drops 30 ml,₹116.80,₹160.00,27% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/928578/dr_willmar_schwabe_asafoetida_drops_30_ml_807877_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-asafoetida-drops-30-ml
SBL Spongia Tosta 30 Liquid 30 ml,₹65.10,₹105.00,38% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849717/sbl_spongia_tosta_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-spongia-tosta-30-30ml
Haslab Scm Cineraria Maritima Eye Drops 10 ml,₹105.30,₹130.00,19% OFF,Not rated,"Ayush, Homeopathy",Mkt: Hahnemann Scientific Laboratory (India) Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/831786/haslab_scm_cineraria_maritima_eye_drops_10_ml_0.jpg,https://www.netmeds.com/non-prescriptions/haslab-scm-cineraria-maritima-eye-drops-10-ml
Wheezal Glow Bright Calendula with Berberis Glycerine Soap Bar 75 gm,₹49.00,₹70.00,30% OFF,Not rated,"Ayush, Homeopathy",Mkt: Wheezal Homoeo Pharma,https://www.netmeds.com/images/product-v1/150x150/1062681/wheezal_glow_bright_calendula_with_berberis_glycerine_soap_bar_75_gm_475858_0_0.jpg,https://www.netmeds.com/non-prescriptions/wheezal-glow-bright-calendula-with-berberis-glycerine-soap-bar-75-gm
SBL Berberies Aquifolium 30 Liquid 30 ml,₹65.10,₹105.00,38% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850473/sbl_berberies_aquifolium_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-berberies-aquifolium-30-30ml
SBL Babchi Oil 60 ml,₹105.13,₹145.00,28% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849201/sbl_babchi_oil_60_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-sbl-s-babchi-oil-60-ml
Dr. Willmar Schwabe Topi Sulphur Cream 25 gm,₹62.05,₹85.00,27% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/836009/dr_willmar_schwabe_topi_sulphur_cream_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-topi-sulphur-cream-25-gm
Wheezal Petrolatum-W Pure Petroleum Jelly 100 gm,₹149.00,₹200.00,26% OFF,5.0,"Ayush, Homeopathy",Mkt: Wheezal Homoeo Pharma,https://www.netmeds.com/images/product-v1/150x150/832534/wheezal_petrolatum_w_pure_petroleum_jelly_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/wheezal-petrolatum-w-pure-petroleum-jelly-100-gm
Bakson's Spondy Aid Drops 30 ml,₹148.93,₹185.00,20% OFF,Not rated,"Ayush, Homeopathy",Mkt: Bakson Drugs & Pharmaceuticals Pvt.Ltd.,https://www.netmeds.com/images/product-v1/150x150/831389/bakson_s_spondy_aid_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/bakson-s-spondy-aid-drops-30-ml
Dr. Reckeweg R60 Purhaemine Drops 22 ml,₹243.68,₹285.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826087/dr_reckeweg_r60_purhaemine_drops_22_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-r60-purhaemine-22ml
SBL Ocimum Sanctum Q Liquid 30 ml,₹71.50,₹110.00,35% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1099735/sbl_ocimum_sanctum_q_liquid_30_ml_751870_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-ocimum-sanctum-q-liquid-30-ml
SBL Alfalfa Q Liquid 30 ml,₹81.90,₹105.00,22% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1099534/sbl_alfalfa_q_liquid_30_ml_751834_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-alfalfa-q-liquid-30-ml
Kapiva Kerala Virgin Coconut Oil 500 ml,₹409.18,₹499.00,18% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Adret Retail Pvt Ltd (Kapiva),https://www.netmeds.com/images/product-v1/150x150/950704/kapiva_kerala_virgin_coconut_oil_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/kapiva-kerala-virgin-coconut-oil-500-ml
SBL Drops No.7 Liquid 30 ml,₹139.68,₹185.00,25% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/853222/sbl_drops_no_7_liquid_30_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-drops-no-7-30-ml
SBL Titanium Metalicum 3X Tablet 25 gm,₹132.30,₹180.00,27% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850728/sbl_titanium_metalicum_3x_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-titanium-metalicum-3x-25gm
SBL Selenium 30 Liquid 30 ml,₹68.20,₹110.00,38% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849708/sbl_selenium_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-selenium-30-30ml
SBL Graphites 30 Liquid 30 ml,₹65.10,₹105.00,38% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849431/sbl_graphites_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-graphites-30-30ml
Adel 13 Fattex Drops 20 ml,₹258.85,₹310.00,17% OFF,Not rated,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846917/adel_13_fattex_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-13-fattex-20-ml
Dr. Willmar Schwabe Alfalfa - Paediatric Tonic 500 ml,₹302.00,₹400.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/835907/dr_willmar_schwabe_alfalfa_paediatric_tonic_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-alfalfa-paediatric-tonic-500-ml
Adel Bryonia Alb 30 Liquid 10 ml,₹129.43,₹155.00,17% OFF,Not rated,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/833269/adel_bryonia_alb_30_liquid_10_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/bryonia-alb-30-10-ml
Allen A08 Glucowin Drops 30 ml,₹141.00,₹200.00,30% OFF,Not rated,"Ayush, Homeopathy",Mkt: Allen Homoeo & Herbal Products Ltd,https://www.netmeds.com/images/product-v1/150x150/830953/allen_a08_diabetes_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/allen-a08-diabetes-drops-30-ml
Jiva Ayurveda Stress Free Tablets 120's,₹156.75,₹165.00,5% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Jiva Ayurvedic Pharmacy Ltd,https://www.netmeds.com/images/product-v1/150x150/825886/jiva_ayurveda_stress_free_tablets_120s_64178_0_1.jpg,https://www.netmeds.com/non-prescriptions/jiva-ayurveda-stress-free-tablets-120-s
Kapiva Him Foods Shilajit Gold Resin 20 gm,₹1399.62,₹1799.00,22% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Adret Retail Pvt Ltd (Kapiva),https://www.netmeds.com/images/product-v1/150x150/1096124/kapiva_him_foods_shilajit_gold_resin_20_gm_580978_0_2.jpg,https://www.netmeds.com/non-prescriptions/kapiva-him-foods-shilajit-gold-resin-20-gm
Swadeshi Ayurved Arjunarishta Syrup 500 ml,₹126.00,₹140.00,10% OFF,5.0,"Ayush, Ayurvedic",Mkt: Swadeshi Ayurved,https://www.netmeds.com/images/product-v1/150x150/1027330/swadeshi_ayurved_arjunarishta_syrup_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/swadeshi-ayurved-arjunarishta-syrup-500-ml
Zandu Vigorex Gold Capsule 12's,₹242.25,₹255.00,5% OFF,4.5,"Ayush, Ayurvedic",Mkt: Emami Ltd,https://www.netmeds.com/images/product-v1/150x150/953803/zandu_vigorex_gold_capsule_12s_209563_0_3.jpg,https://www.netmeds.com/non-prescriptions/zandu-vigorex-gold-capsule-12s
COFFTAB Lozenges 8's,₹60.90,₹70.00,13% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Meridian Enterprises Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/895509/cofftab_lozenges_8s_0_1.jpg,https://www.netmeds.com/non-prescriptions/cofftab-lozenges-8-s
SBL Selenium 200 Liquid 30 ml,₹71.30,₹115.00,38% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849990/sbl_selenium_200_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-selenium-200-30ml
SBL Coffea Cruda 200 Liquid 30 ml,₹74.40,₹120.00,38% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849630/sbl_coffea_cruda_200_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-coffea-cruda-200-30ml
Dr. Willmar Schwabe Topi Thuja Cream 25 gm,₹67.95,₹90.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/836010/dr_willmar_schwabe_topi_thuja_cream_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-topi-thuja-cream-25-gm
Dr. Willmar Schwabe Alfalfa Sugar Free Diabetic Tonic 500 ml,₹317.10,₹420.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/835903/dr_willmar_schwabe_alfalfa_diabetic_tonic_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-alfalfa-diabetic-tonic-500-ml
Uprostone Tablet 10'S,₹133.06,₹147.84,10% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Uni Labs India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/407413/uprostone_tablet_10s_115780_0_1.jpg,https://www.netmeds.com/non-prescriptions/uprostone-tablet-10-s
Pilants Capsule 10'S,₹146.60,₹161.28,9% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Uni Labs India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/367472/pilants_capsule_10_s_0.jpg,https://www.netmeds.com/non-prescriptions/pilants-capsule-10-s
Dr. Willmar Schwabe Bryorheum Drops 20 ml,₹332.20,₹440.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1091426/dr_willmar_schwabe_bryorheum_drops_20_ml_567125_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-bryorheum-drops-20-ml
Dr. Morepen Shilajit Resin 15 gm,₹524.65,₹1499.00,65% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Dr Morepen Limited,https://www.netmeds.com/images/product-v1/150x150/967670/dr_morepen_shilajit_resin_15_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-morepen-shilajit-resin-15-gm
Dr.Willmar Schwabe Cephalandra Indica Ø Drops 30 ml,₹86.83,₹115.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/928544/dr_willmar_schwabe_cephalandra_indica_%C3%B8_drops_30_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-cephalandra-indica-drops-30-ml
Dr. JRK's AF Anti-fungal Cream 25 gm,₹117.60,₹140.00,16% OFF,Not rated,"Ayush, Siddha",Mkt: Caredura Products,https://www.netmeds.com/images/product-v1/150x150/913269/dr_jrks_af_anti_fungal_cream_25_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-jrks-af-anti-fungal-cream-25-gm
Dr.Willmar Schwabe Cholesterinum 3X Tablet 20 gm,₹128.35,₹170.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/855887/dr_willmar_schwabe_cholesterinum_3x_tablet_20_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-cholesterinum-3x-tablet-20-gm
Dr.Willmar Schwabe Lycopodium Clavatum 200CH Liquid 30 ML,₹94.38,₹125.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/854433/dr_willmar_schwabe_lycopodium_clavatum_200ch_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-lycopodium-clavatum-200ch-liquid-30-ml
Wheezal Laxilex-Y Tablet 75'S,₹166.75,₹230.00,28% OFF,5.0,"Ayush, Homeopathy",Mkt: Wheezal Homoeo Pharma,https://www.netmeds.com/images/product-v1/150x150/852669/wheezal_laxilex_y_tablet_75_s_0.jpg,https://www.netmeds.com/non-prescriptions/wheezal-laxilex-y-tablet-75-s
SBL Gun Powder 3X Tablet 25 gm,₹135.90,₹180.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850705/sbl_gun_powder_3x_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-gun-powder-3x-25gm
SBL Drops No. 9 (Cough) 30 ml,₹134.13,₹185.00,28% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849191/sbl_drops_no_9_cough_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-no-9-cough-30ml
Adel Nux Vomica 200 Liquid 10 ml,₹150.30,₹180.00,17% OFF,Not rated,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/845583/adel_nux_vomica_200_liquid_10_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/adel-nux-vomica-200-10ml
Dr. Reckeweg Gelsemium Sempervirens 30 Liquid 11 ml,₹123.98,₹145.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/844169/dr_reckeweg_gelsemium_sempervirens_30_liquid_11_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-gelsemium-sempervirens-30-11ml
Wheezal Petrolatum-W Pure Petroleum Jelly 25 gm,₹64.80,₹90.00,28% OFF,Not rated,"Ayush, Homeopathy",Mkt: Wheezal Homoeo Pharma,https://www.netmeds.com/images/product-v1/150x150/832532/wheezal_petrolatum_w_pure_petroleum_jelly_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/wheezal-petrolatum-w-pure-petroleum-jelly-25-gm
Stay-On Power Oil for Men 30 ml,₹307.12,₹349.00,12% OFF,5.0,"Ayush, Ayurvedic",Mkt: Shree Maruti Herbal,https://www.netmeds.com/images/product-v1/150x150/825981/stay_on_power_oil_for_men_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/stay-on-power-oil-for-men-30-ml
Kerala Ayurveda Liposem Tablet (Pack of 10 x 10's),₹600.00,₹600.00,0% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Kerala Ayurveda Limited,https://www.netmeds.com/images/product-v1/150x150/825058/kerala_ayurveda_liposem_tablet_pack_of_10_x_10_s_0.jpg,https://www.netmeds.com/non-prescriptions/kerala-ayurveda-liposem-tablet-100-s
Patanjali Divya Chandraprabha Vati Tablet 120's,₹121.25,₹125.00,3% OFF,5.0,"Ayush, Ayurvedic",Mkt: Patanjali Ayurved Ltd,https://www.netmeds.com/images/product-v1/150x150/812878/patanjali_divya_chandraprabha_vati_tablet_120_s_0.jpg,https://www.netmeds.com/non-prescriptions/patanjali-divya-chandraprabha-vati-tablet-120-s
Patanjali Abhyaristh Liquid 450 ml,₹140.65,₹145.00,3% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Patanjali Ayurved Ltd,https://www.netmeds.com/images/product-v1/150x150/801769/patanjali_abhyaristh_liquid_450_ml_0.jpg,https://www.netmeds.com/non-prescriptions/abhyaristh-liquid-450ml
Dr. Willmar Schwabe BC 20 Tablet 25 gm,₹87.60,₹120.00,27% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1124074/dr_willmar_schwabe_bc_20_tablet_25_gm_702218_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-bc-20-tablet-25-gm
SBL Andrographis Paniculata Q Liquid 30 ml,₹85.80,₹110.00,22% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1099610/sbl_andrographis_paniculata_q_liquid_30_ml_751852_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-andrographis-paniculata-q-liquid-30-ml
Baidyanath Shilajit Capsule 30's,₹176.30,₹215.00,18% OFF,Not rated,"Ayush, Ayurvedic","Mkt: Shree Baidyanath Ayurved Bhawan Pvt Ltd,Nagpur",https://www.netmeds.com/images/product-v1/150x150/947766/baidyanath_nagpur_shilajeet_capsule_30s_0_0.jpg,https://www.netmeds.com/non-prescriptions/baidyanath-nagpur-shilajeet-capsule-30s
Dr.Willmar Schwabe Sulphur 200CH Liquid 30 ML,₹94.38,₹125.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/854524/dr_willmar_schwabe_sulphur_200ch_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-sulphur-200ch-liquid-30-ml
SBL Bio-Combination 7 Tablet 25 gm,₹71.30,₹115.00,38% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850321/sbl_bio_combination_7_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-bio-combination-no-7-25gm
SBL Cantharis 200 Liquid 30 ml,₹79.44,₹120.00,34% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849602/sbl_cantharis_200_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-cantharis-200-30ml
SBL Argentum Nitricum 200 Liquid 30 ml,₹76.56,₹120.00,36% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849555/sbl_argentum_nitricum_200_liquid_30_ml_415701_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-argentum-nitricum-200-30ml
SBL Eupatorium Perfoliatum 30 Liquid 30 ml,₹65.10,₹105.00,38% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849417/sbl_eupatorium_perfoliatum_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-eupatorium-perfoliatum-30-30ml
SBL Anacardium Orientale 30 Liquid 30 ml,₹65.55,₹95.00,31% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849262/sbl_anacardium_orientale_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-anacardium-orientale-30-30ml
Dr. Willmar Schwabe Alpha - Tension & Stress Drop 30 ml,₹109.48,₹145.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/835921/dr_willmar_schwabe_alpha_tension_stress_tonic_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-alpha-tension-stress-tonic-30-ml
Hamdard Habbe Halteet 100's,₹121.08,₹145.00,17% OFF,Not rated,"Ayush, Unani",Mkt: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834897/hamdard_habbe_halteet_100_s_0.jpg,https://www.netmeds.com/non-prescriptions/hamdard-habbe-halteet-100-s
Allen A77 Stress Drops 30 ml,₹136.00,₹200.00,32% OFF,Not rated,"Ayush, Homeopathy",Mkt: Allen Homoeo & Herbal Products Ltd,https://www.netmeds.com/images/product-v1/150x150/830957/allen_a77_stress_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/allen-a77-stress-drops-30-ml
Himalaya Lukol Tablet 60's,₹213.40,₹220.00,3% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/397867/himalaya_lukol_tablet_60s_47263_0_1.jpg,https://www.netmeds.com/non-prescriptions/lukol-tablet-60-s
SBL Swertia Chirata Q Liquid 30 ml,₹102.00,₹150.00,32% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1100186/sbl_swertia_chirata_q_liquid_30_ml_751946_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-swertia-chirata-q-liquid-30-ml
